id,discipline_semester_id,period_id
68538,26902,124
72236,26902,131
74395,26902,134
68539,26903,124
72237,26903,131
74396,26903,134
68540,26904,124
72238,26904,131
68541,26905,124
72239,26905,131
74397,26905,134
68542,26906,124
72240,26906,131
74398,26906,134
68543,26907,124
72241,26907,131
74399,26907,134
68544,26908,124
72242,26908,131
74400,26908,134
68545,26909,124
72243,26909,131
74401,26909,134
68555,26919,124
72253,26919,131
74410,26919,134
68556,26920,124
72254,26920,131
74411,26920,134
68557,26921,124
72255,26921,131
74412,26921,134
68558,26922,124
72256,26922,131
68559,26923,124
72257,26923,131
74413,26923,134
68560,26924,124
72258,26924,131
74414,26924,134
68561,26925,124
72259,26925,131
74415,26925,134
68562,26926,124
72260,26926,131
74416,26926,134
68563,26927,124
72261,26927,131
74417,26927,134
68564,26928,124
72262,26928,131
68565,26929,124
72263,26929,131
74418,26929,134
68566,26930,124
72264,26930,131
74419,26930,134
68567,26931,124
72265,26931,131
74420,26931,134
68568,26932,124
72266,26932,131
74421,26932,134
68569,26933,124
72267,26933,131
74422,26933,134
68570,26934,124
72268,26934,131
74423,26934,134
68571,26935,124
72269,26935,131
68572,26936,124
72270,26936,131
74424,26936,134
68573,26937,124
72271,26937,131
74425,26937,134
68574,26938,124
72272,26938,131
74426,26938,134
68575,26939,124
72273,26939,131
74427,26939,134
68576,26940,124
72274,26940,131
74428,26940,134
68577,26941,124
72275,26941,131
74429,26941,134
68578,26942,124
72276,26942,131
68579,26943,124
72277,26943,131
74430,26943,134
68580,26944,124
72278,26944,131
74431,26944,134
68581,26945,124
72279,26945,131
74432,26945,134
68582,26946,124
72280,26946,131
74433,26946,134
68583,26947,124
72281,26947,131
74434,26947,134
68584,26948,124
72282,26948,131
74435,26948,134
68685,27793,124
72383,27793,131
74527,27793,134
68686,27794,124
72384,27794,131
74528,27794,134
68687,27795,124
72385,27795,131
74529,27795,134
68688,27796,124
72386,27796,131
74530,27796,134
68689,27797,124
72387,27797,131
68690,27798,124
72388,27798,131
74531,27798,134
68691,27799,124
72389,27799,131
74532,27799,134
68692,27800,124
72390,27800,131
74533,27800,134
68693,27801,124
72391,27801,131
74534,27801,134
68694,27802,124
72392,27802,131
68695,27803,124
72393,27803,131
74535,27803,134
68696,27804,124
72394,27804,131
74536,27804,134
68697,27805,124
72395,27805,131
74537,27805,134
68698,27806,124
72396,27806,131
74538,27806,134
68699,27807,124
72397,27807,131
74539,27807,134
68700,27808,124
72398,27808,131
74540,27808,134
68701,27809,124
72399,27809,131
68702,27810,124
72400,27810,131
74541,27810,134
68703,27811,124
72401,27811,131
74542,27811,134
68704,27812,124
72402,27812,131
74543,27812,134
68705,27813,124
72403,27813,131
74544,27813,134
68706,27814,124
72404,27814,131
74545,27814,134
68707,27815,124
72405,27815,131
74546,27815,134
69060,28289,124
71974,28289,131
74874,28289,134
69061,28290,124
71975,28290,131
74875,28290,134
69062,28291,124
71976,28291,131
69063,28292,124
71977,28292,131
74876,28292,134
69064,28293,124
71978,28293,131
74877,28293,134
69065,28294,124
71979,28294,131
74878,28294,134
69066,28295,124
71980,28295,131
74879,28295,134
69067,28296,124
71981,28296,131
74880,28296,134
69068,28297,124
71982,28297,131
74881,28297,134
69069,28298,124
71983,28298,131
74882,28298,134
69070,28299,124
71984,28299,131
69071,28300,124
71985,28300,131
74883,28300,134
69072,28301,124
71986,28301,131
74884,28301,134
69073,28302,124
71987,28302,131
74885,28302,134
69074,28303,124
71988,28303,131
74886,28303,134
69075,28304,124
71989,28304,131
74887,28304,134
69129,28534,124
72043,28534,131
69130,28535,124
72044,28535,131
74939,28535,134
69131,28536,124
72045,28536,131
74940,28536,134
69132,28537,124
72046,28537,131
74941,28537,134
69133,28538,124
72047,28538,131
74942,28538,134
69134,28539,124
72048,28539,131
74943,28539,134
69135,28540,124
72049,28540,131
74944,28540,134
69136,28541,124
72050,28541,131
74945,28541,134
69137,28542,124
72051,28542,131
74946,28542,134
69138,28543,124
72052,28543,131
69139,28544,124
72053,28544,131
74947,28544,134
69140,28545,124
72054,28545,131
74948,28545,134
69141,28546,124
72055,28546,131
74949,28546,134
69142,28547,124
72056,28547,131
74950,28547,134
69143,28548,124
72057,28548,131
74951,28548,134
69144,28549,124
72058,28549,131
74952,28549,134
69145,28550,124
72059,28550,131
74953,28550,134
69146,28551,124
72060,28551,131
74954,28551,134
69147,28552,124
72061,28552,131
69148,28553,124
72062,28553,131
74955,28553,134
69149,28554,124
72063,28554,131
74956,28554,134
69150,28555,124
72064,28555,131
74957,28555,134
69151,28556,124
72065,28556,131
74958,28556,134
69152,28557,124
72066,28557,131
74959,28557,134
69153,28558,124
72067,28558,131
74960,28558,134
69154,28559,124
72068,28559,131
74961,28559,134
69155,28560,124
72069,28560,131
74962,28560,134
84726,33212,175
78092,33213,146
81172,33213,160
82870,33213,171
78093,33214,146
81173,33214,160
82871,33214,171
78094,33215,146
81174,33215,160
82872,33215,171
78095,33216,146
81175,33216,160
82873,33216,171
78096,33217,146
81176,33217,160
82874,33217,171
78097,33218,146
81177,33218,160
82875,33218,171
78098,33219,146
81178,33219,160
82876,33219,171
78099,33220,146
81179,33220,160
82877,33220,171
78100,33221,146
81180,33221,160
82878,33221,171
84727,33222,175
78101,33223,146
81181,33223,160
82879,33223,171
78102,33224,146
81182,33224,160
82880,33224,171
78103,33225,146
81183,33225,160
82881,33225,171
78104,33226,146
81184,33226,160
82882,33226,171
78105,33227,146
81185,33227,160
82883,33227,171
78106,33228,146
81186,33228,160
82884,33228,171
78107,33229,146
81187,33229,160
82885,33229,171
78108,33230,146
81188,33230,160
82886,33230,171
78109,33231,146
81189,33231,160
82887,33231,171
78119,33242,146
81199,33242,160
83991,33242,172
78120,33243,146
81200,33243,160
83992,33243,172
78121,33244,146
81201,33244,160
83993,33244,172
78122,33245,146
81202,33245,160
83994,33245,172
78123,33246,146
81203,33246,160
83995,33246,172
78124,33247,146
81204,33247,160
83996,33247,172
78125,33248,146
81205,33248,160
83997,33248,172
78126,33249,146
81206,33249,160
83998,33249,172
78127,33250,146
81207,33250,160
83999,33250,172
78128,33251,146
81208,33251,160
84000,33251,172
78129,33252,146
81209,33252,160
84001,33252,172
78130,33253,146
81210,33253,160
84002,33253,172
78131,33254,146
81211,33254,160
84003,33254,172
78132,33255,146
81212,33255,160
84004,33255,172
78133,33256,146
81213,33256,160
84005,33256,172
78134,33257,146
81214,33257,160
84006,33257,172
78135,33258,146
81215,33258,160
84007,33258,172
78136,33259,146
81216,33259,160
84008,33259,172
78137,33260,146
81217,33260,160
84009,33260,172
78138,33261,146
81218,33261,160
84010,33261,172
78139,33262,146
81219,33262,160
84011,33262,172
78140,33263,146
81220,33263,160
84012,33263,172
78141,33264,146
81221,33264,160
84013,33264,172
78142,33265,146
81222,33265,160
84014,33265,172
84747,33598,175
77726,33599,146
81473,33599,160
83043,33599,171
77727,33600,146
81474,33600,160
83044,33600,171
77728,33601,146
81475,33601,160
83045,33601,171
77729,33602,146
81476,33602,160
83046,33602,171
77730,33603,146
81477,33603,160
83047,33603,171
77731,33604,146
81478,33604,160
83048,33604,171
77732,33605,146
81479,33605,160
83049,33605,171
84748,33606,175
77733,33607,146
81480,33607,160
83050,33607,171
77734,33608,146
81481,33608,160
83051,33608,171
77735,33609,146
81482,33609,160
83052,33609,171
77736,33610,146
81483,33610,160
83053,33610,171
77737,33611,146
81484,33611,160
83054,33611,171
77738,33612,146
81485,33612,160
83055,33612,171
77739,33613,146
81486,33613,160
83056,33613,171
77740,33614,146
81487,33614,160
83057,33614,171
84749,33615,175
77741,33616,146
81488,33616,160
83058,33616,171
77742,33617,146
81489,33617,160
83059,33617,171
77743,33618,146
81490,33618,160
83060,33618,171
77744,33619,146
81491,33619,160
83061,33619,171
77745,33620,146
81492,33620,160
83062,33620,171
77746,33621,146
81493,33621,160
83063,33621,171
77747,33622,146
81494,33622,160
83064,33622,171
77748,33623,146
81495,33623,160
83065,33623,171
84574,33668,173
77781,33670,146
79626,33670,150
77782,33671,146
79627,33671,150
77783,33672,146
79628,33672,150
77784,33673,146
79629,33673,150
77785,33674,146
79630,33674,150
77786,33675,146
79631,33675,150
77787,33676,146
79632,33676,150
84751,33677,175
77788,33678,146
81521,33678,160
83074,33678,171
77789,33679,146
81522,33679,160
83075,33679,171
77790,33680,146
81523,33680,160
83076,33680,171
77791,33681,146
81524,33681,160
83077,33681,171
77792,33682,146
81525,33682,160
83078,33682,171
77793,33683,146
81526,33683,160
83079,33683,171
77794,33684,146
81527,33684,160
83080,33684,171
77795,33685,146
81528,33685,160
83081,33685,171
84753,33695,175
77804,33696,146
81537,33696,160
83090,33696,171
77805,33697,146
81538,33697,160
83091,33697,171
77806,33698,146
81539,33698,160
83092,33698,171
77807,33699,146
81540,33699,160
83093,33699,171
77808,33700,146
81541,33700,160
83094,33700,171
77809,33701,146
81542,33701,160
83095,33701,171
77810,33702,146
81543,33702,160
83096,33702,171
77811,33703,146
81544,33703,160
83097,33703,171
84754,33704,175
77812,33705,146
81545,33705,160
83098,33705,171
77813,33706,146
81546,33706,160
83099,33706,171
77814,33707,146
81547,33707,160
83100,33707,171
77815,33708,146
81548,33708,160
83101,33708,171
77816,33709,146
81549,33709,160
83102,33709,171
77817,33710,146
81550,33710,160
83103,33710,171
77818,33711,146
81551,33711,160
83104,33711,171
77819,33712,146
81552,33712,160
83105,33712,171
84755,33713,175
77820,33714,146
81553,33714,160
83106,33714,171
77821,33715,146
81554,33715,160
83107,33715,171
77822,33716,146
81555,33716,160
83108,33716,171
77823,33717,146
81556,33717,160
83109,33717,171
77824,33718,146
81557,33718,160
83110,33718,171
77825,33719,146
81558,33719,160
83111,33719,171
77826,33720,146
81559,33720,160
83112,33720,171
77827,33721,146
81560,33721,160
83113,33721,171
84756,33722,175
77828,33723,146
81561,33723,160
83114,33723,171
77829,33724,146
81562,33724,160
83115,33724,171
77830,33725,146
81563,33725,160
83116,33725,171
77831,33726,146
81564,33726,160
83117,33726,171
77832,33727,146
81565,33727,160
83118,33727,171
77833,33728,146
81566,33728,160
83119,33728,171
77834,33729,146
81567,33729,160
83120,33729,171
77835,33730,146
81568,33730,160
83121,33730,171
86436,36215,181
89628,36215,187
91730,36215,190
86437,36216,181
89629,36216,187
94225,36216,192
86438,36218,181
89630,36218,187
94226,36218,192
86439,36220,181
89631,36220,187
94227,36220,192
86440,36221,181
89632,36221,187
94228,36221,192
86441,36222,181
89633,36222,187
94229,36222,192
86442,36223,181
89634,36223,187
94230,36223,192
86443,36224,181
89635,36224,187
94231,36224,192
86444,36225,181
89636,36225,187
91731,36225,190
86445,36226,181
89637,36226,187
94232,36226,192
86446,36228,181
89638,36228,187
94233,36228,192
86447,36230,181
89639,36230,187
94234,36230,192
86448,36231,181
89640,36231,187
94235,36231,192
86449,36232,181
89641,36232,187
94236,36232,192
86450,36233,181
89642,36233,187
94237,36233,192
86451,36234,181
89643,36234,187
94238,36234,192
86460,36245,181
89652,36245,187
91733,36245,190
86461,36246,181
89653,36246,187
94246,36246,192
86462,36248,181
89654,36248,187
94247,36248,192
86463,36250,181
89655,36250,187
94248,36250,192
86464,36251,181
89656,36251,187
86465,36252,181
89657,36252,187
94249,36252,192
86466,36253,181
89658,36253,187
94250,36253,192
86467,36254,181
89659,36254,187
94251,36254,192
86468,36255,181
89660,36255,187
94252,36255,192
86469,36256,181
89661,36256,187
91734,36256,190
86470,36257,181
89662,36257,187
94253,36257,192
86471,36259,181
89663,36259,187
94254,36259,192
86472,36261,181
89664,36261,187
94255,36261,192
86473,36262,181
89665,36262,187
86474,36263,181
89666,36263,187
94256,36263,192
86475,36264,181
89667,36264,187
94257,36264,192
86476,36265,181
89668,36265,187
94258,36265,192
86477,36266,181
89669,36266,187
94259,36266,192
86478,36267,181
89670,36267,187
91735,36267,190
86479,36268,181
89671,36268,187
94260,36268,192
86480,36270,181
89672,36270,187
94261,36270,192
86481,36272,181
89673,36272,187
94262,36272,192
86482,36273,181
89674,36273,187
86483,36274,181
89675,36274,187
94263,36274,192
86484,36275,181
89676,36275,187
94264,36275,192
86485,36276,181
89677,36276,187
94265,36276,192
86486,36277,181
89678,36277,187
94266,36277,192
86726,36564,181
89918,36564,187
92820,36564,192
86727,36565,181
89919,36565,187
92821,36565,192
86728,36566,181
89920,36566,187
92822,36566,192
86729,36567,181
89921,36567,187
92823,36567,192
86730,36568,181
89922,36568,187
91698,36568,190
86731,36569,181
89923,36569,187
92824,36569,192
86732,36570,181
89924,36570,187
92825,36570,192
86733,36571,181
89925,36571,187
92826,36571,192
86734,36572,181
89926,36572,187
92827,36572,192
86735,36573,181
89927,36573,187
92828,36573,192
86736,36574,181
89928,36574,187
92829,36574,192
86737,36575,181
89929,36575,187
91699,36575,190
86738,36576,181
89930,36576,187
92830,36576,192
86739,36577,181
89931,36577,187
86740,36578,181
89932,36578,187
92831,36578,192
86741,36579,181
89933,36579,187
92832,36579,192
86742,36580,181
89934,36580,187
92833,36580,192
86743,36581,181
89935,36581,187
92834,36581,192
86744,36582,181
89936,36582,187
92835,36582,192
86745,36583,181
89937,36583,187
92836,36583,192
86746,36584,181
89938,36584,187
91700,36584,190
86747,36585,181
89939,36585,187
92837,36585,192
86748,36586,181
89940,36586,187
86749,36587,181
89941,36587,187
92838,36587,192
86750,36588,181
89942,36588,187
92839,36588,192
86751,36589,181
89943,36589,187
92840,36589,192
86752,36590,181
89944,36590,187
92841,36590,192
86779,36625,181
89971,36625,187
92867,36625,192
86780,36626,181
89972,36626,187
91703,36626,190
86781,36627,181
89973,36627,187
92868,36627,192
86782,36628,181
89974,36628,187
92869,36628,192
86783,36629,181
89975,36629,187
92870,36629,192
86784,36630,181
89976,36630,187
92871,36630,192
86785,36631,181
89977,36631,187
92872,36631,192
86786,36632,181
89978,36632,187
92873,36632,192
86787,36633,181
89979,36633,187
92874,36633,192
86797,36643,181
89989,36643,187
92883,36643,192
86798,36644,181
89990,36644,187
91705,36644,190
86799,36645,181
89991,36645,187
92884,36645,192
86800,36646,181
89992,36646,187
92885,36646,192
86801,36647,181
89993,36647,187
92886,36647,192
86802,36648,181
89994,36648,187
92887,36648,192
86803,36649,181
89995,36649,187
92888,36649,192
86804,36650,181
89996,36650,187
92889,36650,192
86805,36651,181
89997,36651,187
92890,36651,192
86806,36652,181
89998,36652,187
91706,36652,190
86807,36653,181
89999,36653,187
92891,36653,192
86808,36654,181
90000,36654,187
92892,36654,192
86809,36655,181
90001,36655,187
92893,36655,192
86810,36656,181
90002,36656,187
86811,36657,181
90003,36657,187
92894,36657,192
86812,36658,181
90004,36658,187
92895,36658,192
86813,36659,181
90005,36659,187
92896,36659,192
90006,36660,187
92897,36660,192
86815,36661,181
90007,36661,187
91707,36661,190
86816,36662,181
90008,36662,187
92898,36662,192
86817,36663,181
90009,36663,187
92899,36663,192
86818,36664,181
90010,36664,187
92900,36664,192
86819,36665,181
90011,36665,187
86820,36666,181
90012,36666,187
92901,36666,192
86821,36667,181
90013,36667,187
92902,36667,192
86822,36668,181
90014,36668,187
92903,36668,192
90015,36669,187
92904,36669,192
86824,36670,181
90016,36670,187
91708,36670,190
86825,36671,181
90017,36671,187
92905,36671,192
86826,36672,181
90018,36672,187
92906,36672,192
86827,36673,181
90019,36673,187
92907,36673,192
86828,36674,181
90020,36674,187
86829,36675,181
90021,36675,187
92908,36675,192
86830,36676,181
90022,36676,187
92909,36676,192
86831,36677,181
90023,36677,187
92910,36677,192
90024,36678,187
92911,36678,192
96697,41730,203
98187,41730,214
96698,41731,203
98188,41731,214
96699,41732,203
98189,41732,214
96701,41734,203
98190,41734,214
101258,41736,221
101194,41737,220
96703,41738,203
98191,41738,214
96704,41739,203
98192,41739,214
96705,41740,203
98193,41740,214
96707,41742,203
98194,41742,214
101259,41744,221
101195,41745,220
96715,41754,203
99999,41754,218
102689,41754,223
96716,41755,203
100000,41755,218
102690,41755,223
96717,41756,203
100001,41756,218
102691,41756,223
96718,41757,203
100002,41757,218
102692,41757,223
96719,41758,203
100003,41758,218
102693,41758,223
96720,41759,203
100004,41759,218
102694,41759,223
96721,41760,203
100005,41760,218
102695,41760,223
96722,41761,203
100006,41761,218
102696,41761,223
103775,41762,229
96723,41763,203
100007,41763,218
102697,41763,223
96724,41764,203
100008,41764,218
102698,41764,223
96725,41765,203
100009,41765,218
102699,41765,223
96726,41766,203
100010,41766,218
102700,41766,223
96727,41767,203
100011,41767,218
102701,41767,223
96728,41768,203
100012,41768,218
102702,41768,223
96729,41769,203
100013,41769,218
102703,41769,223
96730,41770,203
100014,41770,218
102704,41770,223
103776,41771,229
96731,41772,203
100015,41772,218
102705,41772,223
96732,41773,203
100016,41773,218
102706,41773,223
96733,41774,203
100017,41774,218
102707,41774,223
96734,41775,203
100018,41775,218
102708,41775,223
96735,41776,203
100019,41776,218
102709,41776,223
96736,41777,203
100020,41777,218
102710,41777,223
96737,41778,203
100021,41778,218
102711,41778,223
96738,41779,203
100022,41779,218
102712,41779,223
103777,41780,229
97056,42163,203
98230,42163,214
100332,42163,218
97057,42164,203
98231,42164,214
97058,42165,203
98232,42165,214
97059,42166,203
98233,42166,214
97060,42167,203
98234,42167,214
101267,42168,221
101204,42169,220
97061,42170,203
100337,42170,218
102988,42170,223
97062,42171,203
100338,42171,218
102989,42171,223
97063,42172,203
100339,42172,218
102990,42172,223
97064,42173,203
100340,42173,218
102991,42173,223
97065,42174,203
100341,42174,218
102992,42174,223
97066,42175,203
100342,42175,218
102993,42175,223
97067,42176,203
100343,42176,218
102994,42176,223
103790,42177,229
97068,42178,203
100344,42178,218
102995,42178,223
97069,42179,203
100345,42179,218
102996,42179,223
97070,42180,203
100346,42180,218
102997,42180,223
97071,42181,203
100347,42181,218
102998,42181,223
97072,42182,203
100348,42182,218
102999,42182,223
97073,42183,203
100349,42183,218
103000,42183,223
97074,42184,203
100350,42184,218
103001,42184,223
103791,42185,229
97130,42254,203
98235,42254,214
97131,42255,203
98236,42255,214
97132,42256,203
98237,42256,214
97133,42257,203
98238,42257,214
97134,42258,203
98239,42258,214
97135,42259,203
98240,42259,214
97136,42260,203
98241,42260,214
101268,42261,221
101207,42262,220
97144,42272,203
98249,42272,214
97145,42273,203
98250,42273,214
97146,42274,203
98251,42274,214
97147,42275,203
98252,42275,214
97148,42276,203
98253,42276,214
97149,42277,203
98254,42277,214
97150,42278,203
98255,42278,214
101270,42279,221
101209,42280,220
97151,42281,203
100427,42281,218
103059,42281,223
97152,42282,203
100428,42282,218
103060,42282,223
97153,42283,203
100429,42283,218
103061,42283,223
97154,42284,203
100430,42284,218
103062,42284,223
97155,42285,203
100431,42285,218
103063,42285,223
97156,42286,203
100432,42286,218
103064,42286,223
97157,42287,203
100433,42287,218
103065,42287,223
103792,42288,229
97158,42289,203
100434,42289,218
103066,42289,223
97159,42290,203
100435,42290,218
103067,42290,223
97160,42291,203
100436,42291,218
103068,42291,223
97161,42292,203
100437,42292,218
103069,42292,223
97162,42293,203
100438,42293,218
103070,42293,223
97163,42294,203
100439,42294,218
103071,42294,223
97164,42295,203
100440,42295,218
103072,42295,223
97165,42296,203
100441,42296,218
103073,42296,223
103793,42297,229
97166,42298,203
100442,42298,218
103074,42298,223
97167,42299,203
100443,42299,218
103075,42299,223
97168,42300,203
100444,42300,218
103076,42300,223
97169,42301,203
100445,42301,218
103077,42301,223
97170,42302,203
100446,42302,218
103078,42302,223
97171,42303,203
100447,42303,218
103079,42303,223
97172,42304,203
100448,42304,218
103080,42304,223
97173,42305,203
100449,42305,218
103081,42305,223
103794,42306,229
97174,42307,203
100450,42307,218
103082,42307,223
101122,44303,87
101123,44304,80
101124,44305,80
101125,44306,80
101126,44307,80
101127,44308,87
101128,44309,80
101129,44310,87
101130,44311,80
101131,44312,87
101132,44313,80
101133,44314,87
101134,44315,87
101135,44316,87
101136,44317,87
106754,46690,244
110830,46690,251
113960,46690,257
106755,46691,244
110831,46691,251
113961,46691,257
106756,46692,244
110832,46692,251
113962,46692,257
106757,46693,244
110833,46693,251
113963,46693,257
106758,46694,244
110834,46694,251
113964,46694,257
106759,46695,244
110835,46695,251
113965,46695,257
106761,46697,244
110836,46697,251
113966,46697,257
106762,46698,244
110837,46698,251
113967,46698,257
106763,46699,244
110838,46699,251
113968,46699,257
106764,46700,244
110839,46700,251
113969,46700,257
106765,46701,244
110840,46701,251
113970,46701,257
106766,46702,244
110841,46702,251
113971,46702,257
106767,46703,244
110842,46703,251
113972,46703,257
106768,46704,244
110843,46704,251
113973,46704,257
106770,46706,244
110844,46706,251
113974,46706,257
106771,46707,244
110845,46707,251
113975,46707,257
106772,46708,244
110846,46708,251
113976,46708,257
106773,46709,244
110847,46709,251
113977,46709,257
106774,46710,244
110848,46710,251
113978,46710,257
106775,46711,244
110849,46711,251
113979,46711,257
106776,46712,244
110850,46712,251
113980,46712,257
106777,46713,244
110851,46713,251
113981,46713,257
106779,46715,244
110852,46715,251
113982,46715,257
106780,46716,244
110853,46716,251
113983,46716,257
107243,47198,244
111311,47198,251
114340,47198,257
107244,47199,244
111312,47199,251
114341,47199,257
107245,47200,244
111313,47200,251
114342,47200,257
107246,47201,244
111314,47201,251
114343,47201,257
107247,47202,244
111315,47202,251
114344,47202,257
107248,47203,244
111316,47203,251
114345,47203,257
107249,47204,244
111317,47204,251
114346,47204,257
107250,47205,244
111318,47205,251
114347,47205,257
107251,47206,244
111319,47206,251
114348,47206,257
111320,47207,251
114349,47207,257
111321,47208,251
114350,47208,257
111322,47209,251
114351,47209,257
111323,47210,251
114352,47210,257
111324,47211,251
114353,47211,257
111325,47212,251
114354,47212,257
111326,47213,251
114355,47213,257
111327,47214,251
114356,47214,257
111328,47215,251
114357,47215,257
107367,47336,244
111444,47336,251
114434,47336,257
107368,47337,244
111445,47337,251
114435,47337,257
107369,47338,244
111446,47338,251
114436,47338,257
107370,47339,244
111447,47339,251
114437,47339,257
107371,47340,244
111448,47340,251
114438,47340,257
107372,47341,244
111449,47341,251
114439,47341,257
107373,47342,244
111450,47342,251
114440,47342,257
107374,47343,244
111451,47343,251
114441,47343,257
107375,47344,244
111452,47344,251
114442,47344,257
107376,47345,244
111453,47345,251
114443,47345,257
107377,47346,244
111454,47346,251
114444,47346,257
107378,47347,244
111455,47347,251
114445,47347,257
107379,47348,244
111456,47348,251
114446,47348,257
107380,47349,244
111457,47349,251
114447,47349,257
107381,47350,244
111458,47350,251
114448,47350,257
107382,47351,244
111459,47351,251
114449,47351,257
107383,47352,244
111460,47352,251
114450,47352,257
107384,47353,244
111461,47353,251
114451,47353,257
107385,47354,244
111462,47354,251
114452,47354,257
107386,47355,244
111463,47355,251
114453,47355,257
107387,47356,244
111464,47356,251
114454,47356,257
107388,47357,244
111465,47357,251
114455,47357,257
107389,47358,244
111466,47358,251
114456,47358,257
107390,47359,244
111467,47359,251
114457,47359,257
107391,47360,244
111468,47360,251
114458,47360,257
107392,47361,244
111469,47361,251
114459,47361,257
107393,47362,244
111470,47362,251
114460,47362,257
118537,53054,292
119968,53054,295
118538,53055,292
119969,53055,295
118539,53056,292
119970,53056,295
123831,53057,323
123589,53058,316
118540,53059,292
119971,53059,295
118541,53060,292
119972,53060,295
118542,53061,292
119973,53061,295
118543,53062,292
119974,53062,295
118544,53063,292
119975,53063,295
118545,53064,292
119976,53064,295
123832,53065,323
123590,53066,316
118546,53067,292
119977,53067,295
118547,53068,292
119978,53068,295
118548,53069,292
119979,53069,295
118549,53070,292
119980,53070,295
118550,53071,292
119981,53071,295
118551,53072,292
119982,53072,295
123833,53073,323
123591,53074,316
118552,53075,292
119983,53075,295
118553,53076,292
119984,53076,295
118554,53077,292
119985,53077,295
123840,53557,323
123598,53558,316
118996,53559,292
120017,53559,295
118997,53560,292
120018,53560,295
118998,53561,292
120019,53561,295
118999,53562,292
120020,53562,295
119000,53563,292
120021,53563,295
123599,53565,316
119001,53566,292
119002,53567,292
119003,53568,292
119004,53569,292
119005,53570,292
119123,53697,292
120022,53697,295
119124,53698,292
120023,53698,295
119125,53699,292
120024,53699,295
119126,53700,292
120025,53700,295
119127,53701,292
120026,53701,295
119128,53702,292
120027,53702,295
123841,53703,323
123600,53704,316
119129,53705,292
120028,53705,295
119130,53706,292
120029,53706,295
119131,53707,292
120030,53707,295
119132,53708,292
120031,53708,295
119133,53709,292
120032,53709,295
119134,53710,292
120033,53710,295
119135,53711,292
120034,53711,295
123842,53712,323
123601,53713,316
119136,53714,292
120035,53714,295
119137,53715,292
120036,53715,295
119138,53716,292
120037,53716,295
119139,53717,292
120038,53717,295
119140,53718,292
120039,53718,295
119141,53719,292
120040,53719,295
119142,53720,292
120041,53720,295
123843,53721,323
123602,53722,316
119143,53723,292
120042,53723,295
