id,group_id,title,abbr
22389,363,Схемотехника,Схемотехника
22390,363,Метрология и технические измерения,МиТИ
22391,363,Теория и системы управления,ТиСУ
22392,363,Теория систем и системный анализ,ТСиСА
22401,374,Программная инженерия и технология (ГПО-2),ПИиТ
22402,374,Вычислительная математика,ВМ
22403,374,Механика,Механика
22404,374,Искусственный интеллект,ИИ
22405,374,Схемотехника,Схемотехника
22406,374,Метрология и технические измерения,МиТИ
22407,374,Теория и системы управления,ТиСУ
22408,374,Теория систем и системный анализ,ТСиСА
22409,478,Элективные дисциплины по физической культуре и спорту,ЭДпФКиС
22410,478,Введение в профиль,ВвП
22411,478,Базы данных,БД
22412,478,Дискретная математика,ДМ
22413,478,Экономика,Экономика
22414,478,Структуры данных,СД
22415,483,Элективные дисциплины по физической культуре и спорту,ЭДпФКиС
22416,483,Введение в профиль,ВвП
22417,483,Базы данных,БД
22418,483,Дискретная математика,ДМ
22419,483,Экономика,Экономика
22420,483,Структуры данных,СД
22421,488,Элективные дисциплины по физической культуре и спорту,ЭДпФКиС
22422,488,Введение в профиль,ВвП
22423,488,Базы данных,БД
22424,488,Дискретная математика,ДМ
22425,488,Экономика,Экономика
22426,488,Структуры данных,СД
23135,541,Финансовая математика,ФМ
23136,541,Финансовый менеджмент для инженеров,ФМДИ
23137,541,Методы принятия управленческих решений (ГПО-2),МПУР
23138,541,Теория принятия решения,ТПР
23139,541,Операционные системы,ОС
23140,541,"Электротехника, электроника и схемотехника",ЭЭиС
23141,541,Проблемно-ориентированные вычислительные системы,ПВС
23142,541,Метрология и технические измерения,МиТИ
23143,469,Элективные дисциплины по физической культуре и спорту,ЭДпФКиС
23144,469,Экономика,Экономика
23145,469,Объектно-ориентированное программирование,ОП
23146,469,Информационные технологии,ИТ
23147,469,Дискретная математика,ДМ
23148,469,Математическая логика и теория алгоритмов,МЛиТА
23149,473,Элективные дисциплины по физической культуре и спорту,ЭДпФКиС
23150,473,Экономика,Экономика
23151,473,Объектно-ориентированное программирование,ОП
23152,473,Информационные технологии,ИТ
23153,473,Дискретная математика,ДМ
23154,473,Математическая логика и теория алгоритмов,МЛиТА
23534,413,Анализ и обработка изображений (ГПО-2),АиОИ
23535,413,Учебно-исследовательская работа 2,УР
23536,413,Операционные системы,ОС
23537,413,Сети и телекоммуникации,СиТ
23538,413,Вычислительная математика,ВМ
23539,413,Базы данных,БД
23540,413,Менеджмент,Менеджмент
23541,414,Анализ и обработка изображений (ГПО-2),АиОИ
23542,414,Учебно-исследовательская работа 2,УР
23543,414,Операционные системы,ОС
23544,414,Сети и телекоммуникации,СиТ
23545,414,Вычислительная математика,ВМ
23546,414,Базы данных,БД
23547,414,Менеджмент,Менеджмент
23729,472,Элективные дисциплины по физической культуре и спорту,ЭДпФКиС
23730,472,Структуры и алгоритмы обработки данных в ЭВМ,СиАОДвЭВМ
23731,472,Объектно-ориентированное программирование,ОП
23732,472,"Электротехника, электроника и схемотехника",ЭЭиС
23733,472,Теория вероятностей и математическая статистика,ТВиМС
23734,472,Культурология,Культуролог.
23735,472,Экономика,Экономика
23736,472,Философия,Философия
23737,472,Дополнительные главы математики,ДГМ
23738,477,Элективные дисциплины по физической культуре и спорту,ЭДпФКиС
23739,477,Структуры и алгоритмы обработки данных в ЭВМ,СиАОДвЭВМ
23740,477,Объектно-ориентированное программирование,ОП
23741,477,"Электротехника, электроника и схемотехника",ЭЭиС
23742,477,Теория вероятностей и математическая статистика,ТВиМС
23743,477,Культурология,Культуролог.
23744,477,Экономика,Экономика
23745,477,Философия,Философия
23746,477,Дополнительные главы математики,ДГМ
23747,482,Элективные дисциплины по физической культуре и спорту,ЭДпФКиС
23748,482,Структуры и алгоритмы обработки данных в ЭВМ,СиАОДвЭВМ
23749,482,Объектно-ориентированное программирование,ОП
23750,482,"Электротехника, электроника и схемотехника",ЭЭиС
23751,482,Теория вероятностей и математическая статистика,ТВиМС
23752,482,Культурология,Культуролог.
23753,482,Экономика,Экономика
23754,482,Философия,Философия
23755,482,Дополнительные главы математики,ДГМ
27031,413,Практика по получению профессиональных умений и опыта профессиональной деятельности,ПпППУиОПД
27032,413,Распределённые вычислительные системы (ГПО-3),РВС
27033,413,Учебно-исследовательская работа 3,УР3
27034,413,Идентификация сложных систем,ИСС
27035,413,Исследование операций,ИО
27036,413,Метрология и технические измерения,МиТИ
27037,413,Безопасность жизнедеятельности,БЖ
27038,414,Практика по получению профессиональных умений и опыта профессиональной деятельности,ПпППУиОПД
27039,414,Распределённые вычислительные системы (ГПО-3),РВС
27040,414,Учебно-исследовательская работа 3,УР3
27041,414,Идентификация сложных систем,ИСС
27042,414,Исследование операций,ИО
27043,414,Метрология и технические измерения,МиТИ
27044,414,Безопасность жизнедеятельности,БЖ
27052,472,Робототехнические системы (ГПО-1),РС
27053,472,Учебно-исследовательская работа 1,УР1
27054,472,Разработка веб-сервисов для научных и прикладных задач,РВДНиПЗ
27055,472,Вычислительная математика,ВМ
27056,472,Компьютерная графика,КГ
27057,477,Робототехнические системы (ГПО-1),РС
27058,477,Учебно-исследовательская работа 1,УР1
27059,477,Разработка веб-сервисов для научных и прикладных задач,РВДНиПЗ
27060,477,Вычислительная математика,ВМ
27061,477,Компьютерная графика,КГ
27062,482,Робототехнические системы (ГПО-1),РС
27063,482,Учебно-исследовательская работа 1,УР1
27064,482,Разработка веб-сервисов для научных и прикладных задач,РВДНиПЗ
27065,482,Вычислительная математика,ВМ
27066,482,Компьютерная графика,КГ
27314,541,Технологическая практика,ТП
27315,541,Математические методы в информатике (ГПО-3),ММвИ
27316,541,Вычислительная математика,ВМ
27317,541,Математические методы исследования систем,ММИС
27318,541,Технология программирования,ТП
27319,541,Менеджмент,Менеджмент
27320,541,Правоведение,Правоведен.
27321,469,Практика по получению профессиональных умений и опыта профессиональной деятельности,ПпППУиОПД
27322,469,Теоретические основы автоматизированного управления (ГПО-1),ТОАУ
27323,469,Теория информационных систем,ТИС
27324,469,Теория систем и системный анализ,ТСиСА
27325,469,Базы данных,БД
27326,469,Теория вероятности и математическая статистика,ТВиМС
27327,469,Культурология,Культуролог.
27328,469,Философия,Философия
27329,473,Практика по получению профессиональных умений и опыта профессиональной деятельности,ПпППУиОПД
27330,473,Теоретические основы автоматизированного управления (ГПО-1),ТОАУ
27331,473,Теория информационных систем,ТИС
27332,473,Теория систем и системный анализ,ТСиСА
27333,473,Базы данных,БД
27334,473,Теория вероятности и математическая статистика,ТВиМС
27335,473,Культурология,Культуролог.
27336,473,Философия,Философия
27371,127,"Защита выпускной квалификационной работы, включая подготовку к процедуре защиты и процедуру защиты",ЗВКРВПкПЗиПЗ
27372,127,Преддипломная практика,ПП
27373,127,Патентоведение,Патентовед.
27374,127,Технология разработки программного обеспечения,ТРПО
27375,127,Основы разработки САПР,ОРСАПР
27376,127,Научно исследовательская работа студентов 3,НИРС3
27377,127,Научно-исследовательская работа студентов 2,НРС2
27378,127,Промышленная логистика,ПЛ
27379,127,Защита информации,ЗИ
27380,363,Технологическая практика,ТП
27381,363,Объектно-ориентированное проектирование (ГПО-3),ОП
27382,363,Технологии создания Интернет-приложений,ТСИ
27383,363,Модели и методы анализа проектных решений,МиМАПР
27384,363,Методы оптимальных решений,МОР
27385,363,Введение в профессию,ВвП
27386,363,Менеджмент,Менеджмент
27387,363,Правоведение,Правоведен.
27396,374,Технологическая практика,ТП
27397,374,Объектно-ориентированное проектирование (ГПО-3),ОП
27398,374,Технологии создания Интернет-приложений,ТСИ
27399,374,Модели и методы анализа проектных решений,МиМАПР
27400,374,Методы оптимальных решений,МОР
27401,374,Введение в профессию,ВвП
27402,374,Менеджмент,Менеджмент
27403,374,Правоведение,Правоведен.
27404,478,Практика по получению профессиональных умений и опыта профессиональной деятельности,ПпППУиОПД
27405,478,Управление проектами (ГПО-1),УП
27406,478,Объектно-ориентированное программирование,ОП
27407,478,Основы электротехники и электроники,ОЭиЭ
27408,478,Теория вероятностей и математическая статистика,ТВиМС
27409,478,Математическая логика и теория алгоритмов,МЛиТА
27410,478,Культурология,Культуролог.
27411,478,Философия,Философия
27412,483,Практика по получению профессиональных умений и опыта профессиональной деятельности,ПпППУиОПД
27413,483,Управление проектами (ГПО-1),УП
27414,483,Объектно-ориентированное программирование,ОП
27415,483,Основы электротехники и электроники,ОЭиЭ
27416,483,Теория вероятностей и математическая статистика,ТВиМС
27417,483,Математическая логика и теория алгоритмов,МЛиТА
27418,483,Культурология,Культуролог.
27419,483,Философия,Философия
27420,488,Практика по получению профессиональных умений и опыта профессиональной деятельности,ПпППУиОПД
27421,488,Управление проектами (ГПО-1),УП
27422,488,Объектно-ориентированное программирование,ОП
27423,488,Основы электротехники и электроники,ОЭиЭ
27424,488,Теория вероятностей и математическая статистика,ТВиМС
27425,488,Математическая логика и теория алгоритмов,МЛиТА
27426,488,Культурология,Культуролог.
27427,488,Философия,Философия
28089,413,Профессиональный иностранный язык,ПИЯ
28090,413,Разговорный иностранный язык,РИЯ
28091,414,Профессиональный иностранный язык,ПИЯ
28092,414,Разговорный иностранный язык,РИЯ
28099,469,Информатика 2,Информатика 2
28100,473,Информатика 2,Информатика 2
29279,413,Программное обеспечение для медицинских исследований (ГПО-4),ПОДМИ
29280,413,Теория языков программирования и методы трансляции,ТЯПиМТ
29282,413,Параллельное программирование,ПП
29284,413,Системный анализ,СА
29285,413,Системы цифровой обработки сигналов,СЦОС
29286,413,Проектирование и техническое сопровождение компьютерных сетей,ПиТСКС
29287,413,Функциональное и логическое программирование,ФиЛП
29288,413,Правоведение,Правоведен.
29289,414,Программное обеспечение для медицинских исследований (ГПО-4),ПОДМИ
29290,414,Теория языков программирования и методы трансляции,ТЯПиМТ
29292,414,Параллельное программирование,ПП
29294,414,Системный анализ,СА
29295,414,Системы цифровой обработки сигналов,СЦОС
29296,414,Проектирование и техническое сопровождение компьютерных сетей,ПиТСКС
29297,414,Функциональное и логическое программирование,ФиЛП
29298,414,Правоведение,Правоведен.
29309,472,Анализ и обработка изображений (ГПО-2),АиОИ
29310,472,Учебно-исследовательская работа 2,УР2
29312,472,Системный анализ,СА
29314,472,Методы оптимизации,МО
29315,472,Операционные системы,ОС
29316,472,Сети и телекоммуникации,СиТ
29317,472,Базы данных,БД
29318,472,Менеджмент,Менеджмент
29319,477,Анализ и обработка изображений (ГПО-2),АиОИ
29320,477,Учебно-исследовательская работа 2,УР2
29322,477,Системный анализ,СА
29324,477,Методы оптимизации,МО
29325,477,Операционные системы,ОС
29326,477,Сети и телекоммуникации,СиТ
29327,477,Базы данных,БД
29328,477,Менеджмент,Менеджмент
29329,482,Анализ и обработка изображений (ГПО-2),АиОИ
29330,482,Учебно-исследовательская работа 2,УР2
29332,482,Системный анализ,СА
29334,482,Методы оптимизации,МО
29335,482,Операционные системы,ОС
29336,482,Сети и телекоммуникации,СиТ
29337,482,Базы данных,БД
29338,482,Менеджмент,Менеджмент
29584,541,Информационно-поисковые языки,ИЯ
29585,541,Информационные системы в экономике,ИСвЭ
29586,541,Управление инвестициями,УИ
29587,541,Управление проектами,УП
29588,541,Модели и математические методы в исследовании систем (ГПО-4),МиММвИС
29589,541,Моделирование систем,МС
29590,541,Сети и телекоммуникации,СиТ
29591,541,Защита информации,ЗИ
29592,541,Безопасность жизнедеятельности,БЖ
29593,469,Финансовая математика,ФМ
29594,469,Финансовый менеджмент для инженеров,ФМДИ
29595,469,Методы принятия управленческих решений (ГПО-2),МПУР
29596,469,Теория принятия решения,ТПР
29597,469,Операционные системы,ОС
29598,469,"Электротехника, электроника и схемотехника",ЭЭиС
29599,469,Проблемно-ориентированные вычислительные системы,ПВС
29600,469,Метрология и технические измерения,МиТИ
29601,473,Финансовая математика,ФМ
29602,473,Финансовый менеджмент для инженеров,ФМДИ
29603,473,Методы принятия управленческих решений (ГПО-2),МПУР
29604,473,Теория принятия решения,ТПР
29605,473,Операционные системы,ОС
29606,473,"Электротехника, электроника и схемотехника",ЭЭиС
29607,473,Проблемно-ориентированные вычислительные системы,ПВС
29608,473,Метрология и технические измерения,МиТИ
29637,363,Организация ЭВМ и систем,ОЭВМиС
29638,363,Информационные системы и САПР (ГПО-4),ИСиСАПР
29639,363,Научно-исследовательская работа студентов 1,НРС1
29640,363,Геометрическое моделирование в САПР,ГМвСАПР
29641,363,Геометрическое моделирование,ГМ
29642,363,Сети и телекоммуникации,СиТ
29643,363,Автоматизация конструкторского и технологического проектирования,АКиТП
29644,363,Безопасность жизнедеятельности,БЖ
29645,363,Новые технологии в программировании,НТвП
29655,374,Организация ЭВМ и систем,ОЭВМиС
29656,374,Информационные системы и САПР (ГПО-4),ИСиСАПР
29657,374,Научно-исследовательская работа студентов 1,НРС1
29658,374,Геометрическое моделирование в САПР,ГМвСАПР
29659,374,Геометрическое моделирование,ГМ
29660,374,Сети и телекоммуникации,СиТ
29661,374,Автоматизация конструкторского и технологического проектирования,АКиТП
29662,374,Безопасность жизнедеятельности,БЖ
29663,374,Новые технологии в программировании,НТвП
29664,478,Программная инженерия и технология (ГПО-2),ПИиТ
29665,478,Вычислительная математика,ВМ
29666,478,Механика,Механика
29667,478,Схемотехника,Схемотехника
29668,478,Искусственный интеллект,ИИ
29669,478,Теория и системы управления,ТиСУ
29670,478,Теория систем и системный анализ,ТСиСА
29671,478,Компьютерная графика,КГ
29672,483,Программная инженерия и технология (ГПО-2),ПИиТ
29673,483,Вычислительная математика,ВМ
29674,483,Механика,Механика
29675,483,Схемотехника,Схемотехника
29676,483,Искусственный интеллект,ИИ
29677,483,Теория и системы управления,ТиСУ
29678,483,Теория систем и системный анализ,ТСиСА
29679,483,Компьютерная графика,КГ
29680,488,Программная инженерия и технология (ГПО-2),ПИиТ
29681,488,Вычислительная математика,ВМ
29682,488,Механика,Механика
29683,488,Схемотехника,Схемотехника
29684,488,Искусственный интеллект,ИИ
29685,488,Теория и системы управления,ТиСУ
29686,488,Теория систем и системный анализ,ТСиСА
29687,488,Компьютерная графика,КГ
33682,413,Защита информации,ЗИ
33683,413,Методы оптимизации,МО
33685,413,Вычислительные системы и сети,ВСиС
33687,413,Преддипломная практика,ПП
33688,413,"Защита выпускной квалификационной работы, включая подготовку к процедуре защиты и процедуру защиты",ЗВКРВПкПЗиПЗ
33689,414,Защита информации,ЗИ
33690,414,Методы оптимизации,МО
33692,414,Вычислительные системы и сети,ВСиС
33694,414,Преддипломная практика,ПП
33695,414,"Защита выпускной квалификационной работы, включая подготовку к процедуре защиты и процедуру защиты",ЗВКРВПкПЗиПЗ
33703,472,Безопасность жизнедеятельности,БЖ
33704,472,Метрология и технические измерения,МиТИ
33705,472,Учебно-исследовательская работа 3,УР3
33706,472,Системы виртуальной и дополненной реальности (ГПО-3),СВиДР
33707,472,Практика по получению профессиональных умений и опыта профессиональной деятельности,ПпППУиОПД
33708,477,Безопасность жизнедеятельности,БЖ
33709,477,Метрология и технические измерения,МиТИ
33710,477,Учебно-исследовательская работа 3,УР3
33711,477,Системы виртуальной и дополненной реальности (ГПО-3),СВиДР
33712,477,Практика по получению профессиональных умений и опыта профессиональной деятельности,ПпППУиОПД
33713,482,Безопасность жизнедеятельности,БЖ
33714,482,Метрология и технические измерения,МиТИ
33715,482,Учебно-исследовательская работа 3,УР3
33716,482,Системы виртуальной и дополненной реальности (ГПО-3),СВиДР
33717,482,Практика по получению профессиональных умений и опыта профессиональной деятельности,ПпППУиОПД
34007,541,Языковые средства создания гипердокументов,ЯССГ
34008,541,Организация и планирование производства,ОиПП
34009,541,Информационно-аналитические системы управления,ИСУ
34010,541,Аналитические методы проектирования,АМП
34011,541,Специализированная подготовка разработчиков бизнес приложений,СПРБП
34012,541,Преддипломная практика,ПП
34013,541,"Защита выпускной квалификационной работы, включая подготовку к процедуре защиты и процедуру защиты",ЗВКРВПкПЗиПЗ
34014,469,Правоведение,Правоведен.
34015,469,Менеджмент,Менеджмент
34016,469,Технология программирования,ТП
34017,469,Математические методы исследования систем,ММИС
34018,469,Вычислительная математика,ВМ
34019,469,Математические методы в информатике (ГПО-3),ММвИ
34020,469,Технологическая практика,ТП
34021,473,Правоведение,Правоведен.
34022,473,Менеджмент,Менеджмент
34023,473,Технология программирования,ТП
34024,473,Математические методы исследования систем,ММИС
34025,473,Вычислительная математика,ВМ
34026,473,Математические методы в информатике (ГПО-3),ММвИ
34027,473,Технологическая практика,ТП
34070,363,Защита информации,ЗИ
34071,363,Промышленная логистика,ПЛ
34072,363,Научно-исследовательская работа студентов 2,НРС2
34073,363,Научно исследовательская работа студентов 3,НИРС3
34074,363,Основы разработки САПР,ОРСАПР
34075,363,Технология разработки программного обеспечения,ТРПО
34076,363,Патентоведение,Патентовед.
34077,363,Преддипломная практика,ПП
34078,363,"Защита выпускной квалификационной работы, включая подготовку к процедуре защиты и процедуру защиты",ЗВКРВПкПЗиПЗ
34088,374,Защита информации,ЗИ
34089,374,Промышленная логистика,ПЛ
34090,374,Научно-исследовательская работа студентов 2,НРС2
34091,374,Научно исследовательская работа студентов 3,НИРС3
34092,374,Основы разработки САПР,ОРСАПР
34093,374,Технология разработки программного обеспечения,ТРПО
34094,374,Патентоведение,Патентовед.
34095,374,Преддипломная практика,ПП
34096,374,"Защита выпускной квалификационной работы, включая подготовку к процедуре защиты и процедуру защиты",ЗВКРВПкПЗиПЗ
34097,478,Менеджмент,Менеджмент
34098,478,Метрология и технические измерения,МиТИ
34099,478,Методы оптимальных решений,МОР
34100,478,Модели и методы анализа проектных решений,МиМАПР
34101,478,Новые технологии в программировании,НТвП
34102,478,Объектно-ориентированное проектирование (ГПО-3),ОП
34103,478,Технологическая практика,ТП
34104,478,Правоведение,Правоведен.
34105,483,Менеджмент,Менеджмент
34106,483,Метрология и технические измерения,МиТИ
34107,483,Методы оптимальных решений,МОР
34108,483,Модели и методы анализа проектных решений,МиМАПР
34109,483,Новые технологии в программировании,НТвП
34110,483,Объектно-ориентированное проектирование (ГПО-3),ОП
34111,483,Технологическая практика,ТП
34112,483,Правоведение,Правоведен.
34113,488,Менеджмент,Менеджмент
34114,488,Метрология и технические измерения,МиТИ
34115,488,Методы оптимальных решений,МОР
34116,488,Модели и методы анализа проектных решений,МиМАПР
34117,488,Новые технологии в программировании,НТвП
34118,488,Объектно-ориентированное проектирование (ГПО-3),ОП
34119,488,Технологическая практика,ТП
34120,488,Правоведение,Правоведен.
35280,541,Физическая культура и спорт,ФКиС
35281,541,Алгоритмы и структуры данных/ Информатика 2 (по выбору),АиСД
35282,541,Компьютерная и инженерная графика,КиИГ
35283,541,Информатика,Информатика
35285,541,Математика,Математика
35286,541,Программирование,Программир.
35287,541,Иностранный язык,ИЯ
35288,541,Русский язык и культура речи/Процессы коммуникации в современном мире,РЯиКР
35289,541,Прикладная информатика,ПИ
35290,541,История,История
37328,472,Правоведение,Правоведен.
37329,472,Основы разработки программного обеспечения,ОРПО
37330,472,Функциональное и логическое программирование,ФиЛП
37331,472,Проектирование и техническое сопровождение компьютерных сетей,ПиТСКС
37332,472,Системы цифровой обработки сигналов,СЦОС
37333,472,Параллельное программирование,ПП
37335,472,Теория языков программирования и методы трансляции,ТЯПиМТ
37336,472,Программное обеспечение для медицинских исследований (ГПО-4),ПОДМИ
37337,477,Правоведение,Правоведен.
37338,477,Основы разработки программного обеспечения,ОРПО
37339,477,Функциональное и логическое программирование,ФиЛП
37340,477,Проектирование и техническое сопровождение компьютерных сетей,ПиТСКС
37341,477,Системы цифровой обработки сигналов,СЦОС
37342,477,Параллельное программирование,ПП
37344,477,Теория языков программирования и методы трансляции,ТЯПиМТ
37345,477,Программное обеспечение для медицинских исследований (ГПО-4),ПОДМИ
37346,482,Правоведение,Правоведен.
37347,482,Основы разработки программного обеспечения,ОРПО
37348,482,Функциональное и логическое программирование,ФиЛП
37349,482,Проектирование и техническое сопровождение компьютерных сетей,ПиТСКС
37350,482,Системы цифровой обработки сигналов,СЦОС
37351,482,Параллельное программирование,ПП
37353,482,Теория языков программирования и методы трансляции,ТЯПиМТ
37354,482,Программное обеспечение для медицинских исследований (ГПО-4),ПОДМИ
37797,469,Безопасность жизнедеятельности,БЖ
37798,469,Защита информации,ЗИ
37799,469,Сети и телекоммуникации,СиТ
37800,469,Моделирование систем,МС
37801,469,Модели и математические методы в исследовании систем (ГПО-4),МиММвИС
37802,469,Управление проектами,УП
37803,469,Управление инвестициями,УИ
37804,469,Информационные системы в экономике,ИСвЭ
37805,469,Информационно-поисковые языки,ИЯ
37806,473,Безопасность жизнедеятельности,БЖ
37807,473,Защита информации,ЗИ
37808,473,Сети и телекоммуникации,СиТ
37809,473,Моделирование систем,МС
37810,473,Модели и математические методы в исследовании систем (ГПО-4),МиММвИС
37811,473,Управление проектами,УП
37812,473,Управление инвестициями,УИ
37813,473,Информационные системы в экономике,ИСвЭ
37814,473,Информационно-поисковые языки,ИЯ
37925,478,Технологии создания Интернет-приложений,ТСИ
37926,478,Сети и телекоммуникации,СиТ
37927,478,Геометрическое моделирование,ГМ
37928,478,Геометрическое моделирование в САПР,ГМвСАПР
37929,478,Научно-исследовательская работа студентов 1,НРС1
37930,478,Информационные системы и САПР (ГПО-4),ИСиСАПР
37931,478,Основы разработки САПР,ОРСАПР
37932,478,Технология разработки программного обеспечения,ТРПО
37933,478,Организация ЭВМ и систем,ОЭВМиС
37934,483,Технологии создания Интернет-приложений,ТСИ
37935,483,Сети и телекоммуникации,СиТ
37936,483,Геометрическое моделирование,ГМ
37937,483,Геометрическое моделирование в САПР,ГМвСАПР
37938,483,Научно-исследовательская работа студентов 1,НРС1
37939,483,Информационные системы и САПР (ГПО-4),ИСиСАПР
37940,483,Основы разработки САПР,ОРСАПР
37941,483,Технология разработки программного обеспечения,ТРПО
37942,483,Организация ЭВМ и систем,ОЭВМиС
37943,488,Технологии создания Интернет-приложений,ТСИ
37944,488,Сети и телекоммуникации,СиТ
37945,488,Геометрическое моделирование,ГМ
37946,488,Геометрическое моделирование в САПР,ГМвСАПР
37947,488,Научно-исследовательская работа студентов 1,НРС1
37948,488,Информационные системы и САПР (ГПО-4),ИСиСАПР
37949,488,Основы разработки САПР,ОРСАПР
37950,488,Технология разработки программного обеспечения,ТРПО
37951,488,Организация ЭВМ и систем,ОЭВМиС
41503,472,Идентификация сложных систем,ИСС
41504,472,Исследование операций,ИО
41505,472,"Защита выпускной квалификационной работы, включая подготовку к процедуре защиты и процедуру защиты",ЗВКРВПкПЗиПЗ
41506,472,Преддипломная практика,ПП
41507,472,Базы знаний,БЗ
41508,472,Распределенные вычислительные системы,РВС
41509,472,Защита информации,ЗИ
41510,477,Идентификация сложных систем,ИСС
41511,477,Исследование операций,ИО
41512,477,"Защита выпускной квалификационной работы, включая подготовку к процедуре защиты и процедуру защиты",ЗВКРВПкПЗиПЗ
41513,477,Преддипломная практика,ПП
41514,477,Базы знаний,БЗ
41515,477,Распределенные вычислительные системы,РВС
41516,477,Защита информации,ЗИ
41517,482,Идентификация сложных систем,ИСС
41518,482,Исследование операций,ИО
41519,482,"Защита выпускной квалификационной работы, включая подготовку к процедуре защиты и процедуру защиты",ЗВКРВПкПЗиПЗ
41520,482,Преддипломная практика,ПП
41521,482,Базы знаний,БЗ
41522,482,Распределенные вычислительные системы,РВС
41523,482,Защита информации,ЗИ
41799,469,"Защита выпускной квалификационной работы, включая подготовку к процедуре защиты и процедуру защиты",ЗВКРВПкПЗиПЗ
41800,469,Преддипломная практика,ПП
41801,469,Специализированная подготовка разработчиков бизнес приложений,СПРБП
41802,469,Аналитические методы проектирования,АМП
41803,469,Информационно-аналитические системы управления,ИСУ
41804,469,Организация и планирование производства,ОиПП
41805,469,Языковые средства создания гипердокументов,ЯССГ
41806,473,"Защита выпускной квалификационной работы, включая подготовку к процедуре защиты и процедуру защиты",ЗВКРВПкПЗиПЗ
41807,473,Преддипломная практика,ПП
41808,473,Специализированная подготовка разработчиков бизнес приложений,СПРБП
41809,473,Аналитические методы проектирования,АМП
41810,473,Информационно-аналитические системы управления,ИСУ
41811,473,Организация и планирование производства,ОиПП
41812,473,Языковые средства создания гипердокументов,ЯССГ
41882,478,Научно исследовательская работа студентов 3,НИРС3
41883,478,Научно-исследовательская работа студентов 2,НРС2
41884,478,Автоматизация конструкторского и технологического проектирования,АКиТП
41885,478,Промышленная логистика,ПЛ
41886,478,Защита информации,ЗИ
41887,478,Безопасность жизнедеятельности,БЖ
41888,478,"Защита выпускной квалификационной работы, включая подготовку к процедуре защиты и процедуру защиты",ЗВКРВПкПЗиПЗ
41889,478,Преддипломная практика,ПП
41890,478,Патентоведение,Патентовед.
41891,483,Научно исследовательская работа студентов 3,НИРС3
41892,483,Научно-исследовательская работа студентов 2,НРС2
41893,483,Автоматизация конструкторского и технологического проектирования,АКиТП
41894,483,Промышленная логистика,ПЛ
41895,483,Защита информации,ЗИ
41896,483,Безопасность жизнедеятельности,БЖ
41897,483,"Защита выпускной квалификационной работы, включая подготовку к процедуре защиты и процедуру защиты",ЗВКРВПкПЗиПЗ
41898,483,Преддипломная практика,ПП
41899,483,Патентоведение,Патентовед.
41900,488,Научно исследовательская работа студентов 3,НИРС3
41901,488,Научно-исследовательская работа студентов 2,НРС2
41902,488,Автоматизация конструкторского и технологического проектирования,АКиТП
41903,488,Промышленная логистика,ПЛ
41904,488,Защита информации,ЗИ
41905,488,Безопасность жизнедеятельности,БЖ
41906,488,"Защита выпускной квалификационной работы, включая подготовку к процедуре защиты и процедуру защиты",ЗВКРВПкПЗиПЗ
41907,488,Преддипломная практика,ПП
41908,488,Патентоведение,Патентовед.
